type,name,text,ttl,comment,disabled,zone
txt,visana-plus.ch,"""p7p7w5h0f7v2yq6brgn2g9bvkpmhs54f""",14400,,False,visana-plus.ch
txt,visana-plus.ch,"""v=spf1 -all""",14400,,False,visana-plus.ch
txt,visana-plus.ch,"""QuoVadis=c68ebc48-fde6-4bda-aca7-eeb93be95956""",14400,,False,visana-plus.ch
txt,_dmarc.visana-plus.ch,"""""v=DMARC1""",14400,,False,visana-plus.ch
txt,visana-services.com,"""swisssign-check=2bdnltLRIlm0MB10hI0sXdOfwxs""",14400,,False,visana-services.com
txt,visana-services.com,"""v=spf1 -all""",14400,,False,visana-services.com
txt,_dmarc.visana-services.com,"""""v=DMARC1""",14400,,False,visana-services.com
txt,visana-versicherung.ch,"""swisssign-check=gQr3SZWkYaf-FnkcoC1KdODwttI""",14400,,False,visana-versicherung.ch
txt,visana-versicherung.ch,"""hcdm54yw8k7j6924qc89sg6nc48p8lff""",14400,,False,visana-versicherung.ch
txt,visana-versicherung.ch,"""v=spf1 -all""",14400,,False,visana-versicherung.ch
txt,visana-versicherung.ch,"""QuoVadis=6486f8dd-cd03-45be-8a0a-56da44689494""",14400,,False,visana-versicherung.ch
txt,_dmarc.visana-versicherung.ch,"""""v=DMARC1""",14400,,False,visana-versicherung.ch
txt,visana-versicherungen.ch,"""swisssign-check=UfA-w3QHmPG4R8QPzS6d54QVwAU""",14400,,False,visana-versicherungen.ch
txt,visana-versicherungen.ch,"""r440s5pll177kkcxhfdy5j37kpwhkqzm""",14400,,False,visana-versicherungen.ch
txt,visana-versicherungen.ch,"""v=spf1 -all""",14400,,False,visana-versicherungen.ch
txt,visana-versicherungen.ch,"""QuoVadis=097a928b-c637-4164-926c-cd7ee14066c0""",14400,,False,visana-versicherungen.ch
txt,_dmarc.visana-versicherungen.ch,"""""v=DMARC1""",14400,,False,visana-versicherungen.ch
txt,visana.ch,"""swisssign-check=Kc6HGc0q1zYxARBuQ24WbbuTvTM""",3600,,False,visana.ch
txt,visana.ch,"""cisco-ci-domain-verification=a774008f9970c52486b6ef6450282547d3498ec529a0bf3b4e88945e926499b""",3600,,False,visana.ch
txt,visana.ch,"""atlassian-domain-verification=uTJYa8siWyb4rYsHYKygnEbgkArcSZdBC1DNM8gb/aYc3xobcNv1KBe1nDe9QbCU""",3600,,False,visana.ch
txt,visana.ch,"""mt266w9csxt893tl27hwjy5xzpd1xgf0""",3600,,False,visana.ch
txt,visana.ch,"""MS=ms17131044""",3600,,False,visana.ch
txt,visana.ch,"""MS=761BEC46ED57D8A87687CE442E808B17057C5629""",3600,,False,visana.ch
txt,visana.ch,"""facebook-domain-verification=w2cw6yyr995wl02m9jmf6454suf8kz""",3600,,False,visana.ch
txt,visana.ch,"""v=spf1 a:smtp.pub.begasoft.ch ip4:217.192.234.114 ip4:46.140.160.213 ip4:185.178.62.5 ip4:185.178.62.6 ip4:185.178.62.16 ip4:185.178.62.17 ip4:185.178.62.24 ip4:185.178.62.25 include:spf-de.emailsignatures365.com -all""",3600,,False,visana.ch
txt,visana.ch,"""google-site-verification=Ce45Sijp1YtCXQoo2rllPSNJKlCw5Fi89J2-cSzoe7I""",3600,,False,visana.ch
txt,visana.ch,"""swisssign-check=l2bTAbUUL7qQeyiUaWS3g__8XzI""",3600,,False,visana.ch
txt,default._bimi.visana.ch,"""""v=BIMI1""",14400,,False,visana.ch
txt,_dmarc.visana.ch,"""""v=DMARC1""",14400,,False,visana.ch
txt,visana.ch._domainkey.visana.ch,"""""v=DKIM1""",14400,,False,visana.ch
txt,s1-ix-mx._domainkey.visana.ch,"""""v=DKIM1""",14400,,False,visana.ch
txt,_smtp._tls.visana.ch,"""""v=TLSRPTv1""",14400,,False,visana.ch
txt,dap.visana.ch,"""google-site-verification=GcZ5XO_WpYezBHcvNzbZHd2nNQM-h7LdaHgk4RxsJGU""",14400,,False,visana.ch
txt,entry.visana.ch,"""google-site-verification=Hf1hOp_zgnEwU1cycx9C6E3jWQ1fFXGEvQRDdtqaspI""",14400,,False,visana.ch
txt,asuid.quiz.visana.ch,"""117879CE78B0FC4A7F522C35536D93A4C91CF6B3D7BBB98AC081D3D5782C1EFD""",14400,,False,visana.ch
txt,visana.com,"""MS=ms35264763""",14400,,False,visana.com
txt,visana.com,"""v=spf1 -all""",14400,,False,visana.com
txt,visana.com,"""swisssign-check=nCK3StE1J3-h7lU057VAwG1ysJM""",14400,,False,visana.com
txt,visana.com,"""swisssign-check=ONxGNtrilbQAEn8minSBr3oelnU""",14400,,False,visana.com
txt,_dmarc.visana.com,"""""v=DMARC1""",14400,,False,visana.com
txt,visanacom20._domainkey.visana.com,"""""v=DKIM1""",14400,,False,visana.com
txt,visana.eu,"""swisssign-check=GQcmZqBYwKpe84_uL9uxQBL50QI""",14400,,False,visana.eu
txt,visana.eu,"""v=spf1 -all""",14400,,False,visana.eu
txt,_dmarc.visana.eu,"""""v=DMARC1""",14400,,False,visana.eu
txt,visanaclub.ch,"""swisssign-check=cSTzVXXl7lULVr6DTQLdgATsd88""",14400,,False,visanaclub.ch
txt,visanaclub.ch,"""vrm56xgp47t541kh7k2mllbmjk3cpndh""",14400,,False,visanaclub.ch
txt,visanaclub.ch,"""v=spf1 -all""",14400,,False,visanaclub.ch
txt,visanaclub.ch,"""QuoVadis=885bfb13-68ec-4e6e-b34d-ec0ed419176a""",14400,,False,visanaclub.ch
txt,_dmarc.visanaclub.ch,"""""v=DMARC1""",14400,,False,visanaclub.ch
txt,visanaplus.ch,"""swisssign-check=_gWGgoTLFgjZARvf8dkVGiYuM4A""",14400,,False,visanaplus.ch
txt,visanaplus.ch,"""x4b2rd9m4khkhzjvzdxpnx130jqgyw9p""",14400,,False,visanaplus.ch
txt,visanaplus.ch,"""v=spf1 -all""",14400,,False,visanaplus.ch
txt,visanaplus.ch,"""QuoVadis=24db9654-031a-4c42-865d-368086c7b9af""",14400,,False,visanaplus.ch
txt,_dmarc.visanaplus.ch,"""""v=DMARC1""",14400,,False,visanaplus.ch
txt,visanatest.ch,"""v=spf1 mx include:spf.protection.outlook.com -all""",14400,,False,visanatest.ch
txt,visanatest.ch,"""MS=ms46138509""",14400,,False,visanatest.ch
txt,visanatest.ch,"""swisssign-check=LqCJhtf87_dLF-eGWZBVXuOEqWk""",14400,,False,visanatest.ch
txt,viva-care.ch,"""swisssign-check=GH1mn-hpwj---dLVufAHNhMkj4k""",14400,,False,viva-care.ch
txt,viva-care.ch,"""0jt4l612bdbbf4x8r9cnb5z1qyz19q9h""",14400,,False,viva-care.ch
txt,viva-care.ch,"""v=spf1 -all""",14400,,False,viva-care.ch
txt,viva-care.ch,"""QuoVadis=ef41ae42-a49f-46d3-abc2-613a6dbb7060""",14400,,False,viva-care.ch
txt,_dmarc.viva-care.ch,"""""v=DMARC1""",14400,,False,viva-care.ch
txt,vivacare.ch,"""lx29pvx3ynn1hscswslsrtxx16k4g4d6""",14400,,False,vivacare.ch
txt,vivacare.ch,"""v=spf1 -all""",14400,,False,vivacare.ch
txt,vivacare.ch,"""swisssign-check=1JHlu79BrY6UoNneQ2t8MxXpOsU""",14400,,False,vivacare.ch
txt,_dmarc.vivacare.ch,"""""v=DMARC1""",14400,,False,vivacare.ch
txt,vivacarech20._domainkey.vivacare.ch,"""""v=DKIM1""",14400,,False,vivacare.ch
txt,newsletter.vivacare.ch,"""v=spf1 ip4:195.190.140.0/24 ip4:88.86.101.0/24 ~all""",14400,,False,vivacare.ch
txt,vorsorge-konto.ch,"""v=spf1 ip4:81.221.254.0/24 -all""",14400,,False,vorsorge-konto.ch
txt,vorsorge-konto.ch,"""3DC4C2A0-7009-4E93-A5A6-21A3C52366CB""",14400,,False,vorsorge-konto.ch
txt,vorsorge-konto.ch,"""swisssign-check=X4Zz0A9Zp1PsHi21bgUclWJWBaJT7pKWS5kTOO6C8m""",14400,,False,vorsorge-konto.ch
txt,vsrb.ch,"""MS=ms47853864""",900,,False,vsrb.ch
txt,vsrb.ch,"""v=spf1 mx ip4:185.178.62.11 ip4:185.178.62.12 ip4:185.178.62.22 ip4:185.178.62.23 -all""",900,,False,vsrb.ch
txt,vsrb.ch,"""swisssign-check=nTmNV7Jsojs-eeP0pnpeaWF9Vdk""",900,,False,vsrb.ch
txt,vsrb.ch,"""swisssign-check=7feJEyFMPCWDbwJu6myBtsvuh5A""",900,,False,vsrb.ch
txt,_dmarc.vsrb.ch,"""""v=DMARC1""",900,,False,vsrb.ch
txt,key01._domainkey.vsrb.ch,"""""v=DKIM1""",14400,,False,vsrb.ch
txt,key02._domainkey.vsrb.ch,"""""v=DKIM1""",14400,,False,vsrb.ch
txt,s1-ix-mx._domainkey.vsrb.ch,"""""v=DKIM1""",300,,False,vsrb.ch
txt,wwwvisana.ch,"""swisssign-check=OzhKAVvLMdtBmldxzB34LK2KMIY""",14400,,False,wwwvisana.ch
txt,wwwvisana.ch,"""v=spf1 -all""",14400,,False,wwwvisana.ch
txt,_dmarc.wwwvisana.ch,"""""v=DMARC1""",14400,,False,wwwvisana.ch
txt,@,"""v=spf1 a mx include:_spf01.eyevip.ch -all""",1,,False,inventx-events.ch
txt,@,"""d365mktkey=FIoim6F1sRdurCSWlKIllstqT7q4WsjckgJ4sdjtncEx""",900,,False,inventx-events.ch
