type,name,text,ttl,comment,disabled,zone
txt,pbihag.ch,"""MS=DB66A6A2BE7E6555AF6F14B422B1134BDED4FC82""",14400,,False,pbihag.ch
txt,pbihag.ch,"""kfeqcifgdl5sv3pt4jdmv5j5fr""",14400,,False,pbihag.ch
txt,pbihag.ch,"""_hy4jorapzxxxx2onmchi0qh6fyer6ug""",14400,,False,pbihag.ch
txt,pbihag.ch,"""QuoVadis=33b1db9a-0b63-4f9a-9fa0-4f4639ab4ead""",14400,,False,pbihag.ch
txt,pbihag.ch,"""66mw2wjxh7mmdkjjzz1p8cm3f73y1r1z""",14400,,False,pbihag.ch
txt,_dmarc.pbihag.ch,"""""v=DMARC1""",14400,,False,pbihag.ch
txt,privor.ch,"""MS=ms50700992""",900,,False,privor.ch
txt,privor.ch,"""v=spf1 mx ip4:185.178.62.11 ip4:185.178.62.12 ip4:185.178.62.22 ip4:185.178.62.23 -all""",900,,False,privor.ch
txt,privor.ch,"""swisssign-check=QF2OEAyuEu3X5SLb9Xj7uplc15c""",900,,False,privor.ch
txt,privor.ch,"""swisssign-check=1UZabhKmz5tuIXoHqRYd2Seqv3g""",900,,False,privor.ch
txt,_dmarc.privor.ch,"""""v=DMARC1""",900,,False,privor.ch
txt,key01._domainkey.privor.ch,"""""v=DKIM1""",14400,,False,privor.ch
txt,key02._domainkey.privor.ch,"""""v=DKIM1""",14400,,False,privor.ch
txt,s1-ix-mx._domainkey.privor.ch,"""""v=DKIM1""",300,,False,privor.ch
txt,proventx.ch,"""v=spf1 ip4:83.144.233.114 ip4:46.140.249.250 ip4:146.185.0.91 ip4:146.185.0.90 ip4:217.193.142.10 ip4:217.193.142.13 ip4:46.140.115.222 include:spf.protection.outlook.com include:spf.emailsignatures365.com -all""",3600,,False,proventx.ch
txt,proventx.ch,"""MS=ms55940773""",3600,,False,proventx.ch
txt,pvs-visana.ch,"""google-site-verification=E8puX0MnGeFfhdYLsVnW3FNnmMWHUfaKDREiJCBut-w""",14400,,False,pvs-visana.ch
txt,pvs-visana.ch,"""v=spf1"" ""-all""",14400,,False,pvs-visana.ch
txt,pvs-visana.ch,"""swisssign-check=mTA8bo8aXjJGVlhoXmhr1LgPmiI""",14400,,False,pvs-visana.ch
txt,_dmarc.romontschia.ch,"""""v=DMARC1""",14400,,False,romontschia.ch
txt,sana-24.ch,"""l1zk8bxqnks09d8p5x7snm6rk5v9s5pf""",14400,,False,sana-24.ch
txt,sana-24.ch,"""v=spf1 -all""",14400,,False,sana-24.ch
txt,sana-24.ch,"""swisssign-check=WSWaYY8NRYo92DURV8IGefHglpI""",14400,,False,sana-24.ch
txt,_dmarc.sana-24.ch,"""""v=DMARC1""",14400,,False,sana-24.ch
txt,sana24.ch,"""ktxfzr8zyfct1t03z0jv2hvhyvztr2wh""",14400,,False,sana24.ch
txt,sana24.ch,"""v=spf1 -all""",14400,,False,sana24.ch
txt,sana24.ch,"""swisssign-check=kGQcuUG4ylYAqUd1Exa3pttMRd4""",14400,,False,sana24.ch
txt,_dmarc.sana24.ch,"""""v=DMARC1""",14400,,False,sana24.ch
txt,sana24ch20._domainkey.sana24.ch,"""""v=DKIM1""",14400,,False,sana24.ch
txt,newsletter.sana24.ch,"""v=spf1 ip4:195.190.140.0/24 ip4:88.86.101.0/24 -all""",14400,,False,sana24.ch
txt,stratusworks.ch,"""v=spf1 include:spf.protection.outlook.com -all""",3600,,False,stratusworks.ch
txt,swissic.ch,"""MS=ms99323573""",900,,False,swissic.ch
txt,swissic.ch,"""MS=ms35865995""",900,,False,swissic.ch
txt,swissic.ch,"""_4zfxy8yd0me7rez8wn1wdlutxy5m6mz""",900,,False,swissic.ch
txt,iamtst.swissic.ch,"""v=spf1 include:spf.protection.outlook.com -all""",14400,,False,swissic.ch
txt,swissic.net,"""MS=ms92716862""",14400,,False,swissic.net
txt,visana-ag.ch,"""jd11q5l4z9s1g3dv6lyv66lv6y9g07kb""",14400,,False,visana-ag.ch
txt,visana-ag.ch,"""v=spf1 -all""",14400,,False,visana-ag.ch
txt,visana-ag.ch,"""swisssign-check=77UdyUNJ7aFBFSezO5NiyP0ecD0""",14400,,False,visana-ag.ch
txt,_dmarc.visana-ag.ch,"""""v=DMARC1""",14400,,False,visana-ag.ch
txt,visana-ag.com,"""swisssign-check=NGk0vPaAG6yMvMrMbHUN4aTahv8""",14400,,False,visana-ag.com
txt,visana-ag.com,"""v=spf1 -all""",14400,,False,visana-ag.com
txt,visana-ag.com,"""swisssign-check=yKNZNN0vOwk0q8kF9JeLX_-if48""",14400,,False,visana-ag.com
txt,_dmarc.visana-ag.com,"""""v=DMARC1""",14400,,False,visana-ag.com
txt,visana-club.ch,"""bggch0jmj2554j1ytzwqvr3xvv1g6tr7""",14400,,False,visana-club.ch
txt,visana-club.ch,"""v=spf1 -all""",14400,,False,visana-club.ch
txt,visana-club.ch,"""swisssign-check=nOKYczlGTeDrCaH_UFS0T0WXkmg""",14400,,False,visana-club.ch
txt,_dmarc.visana-club.ch,"""""v=DMARC1""",14400,,False,visana-club.ch
txt,visana-finanz.ch,"""swisssign-check=nRLQklTbmYJzBNO1ZhZz1sjMV1Y""",14400,,False,visana-finanz.ch
txt,visana-finanz.ch,"""9zkt9cq97j72zgl7jpsg5786yp194z30""",14400,,False,visana-finanz.ch
txt,visana-finanz.ch,"""v=spf1 -all""",14400,,False,visana-finanz.ch
txt,visana-finanz.ch,"""QuoVadis=0572f1f3-9369-4299-87e3-7bb891d38f80""",14400,,False,visana-finanz.ch
txt,_dmarc.visana-finanz.ch,"""""v=DMARC1""",14400,,False,visana-finanz.ch
txt,visana-plus.ch,"""swisssign-check=JYEsZkVu4MpqqdouqLirCctaXrw""",14400,,False,visana-plus.ch
